;	Shine DropItem from Mob																					;
#IGNORE	\o042			;인용부호무시																		;
#EXCHANGE	#	\x20		;#=>space																		;
;	기획용	2005.02.27																				;
;																						;
#TABLE	ItemDropGroup																					;
#COLUMNTYPE	Index	String[40]	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	Word	DWORD	;
#RECORD	NamedOP3Armor2	NamedOP3Armor2	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants2	NamedOP3Pants2	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat2	NamedOP3Hat2	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots2	NamedOP3Boots2	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield2	NamedOP3Shield2	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes3	Shoes3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat3	Hat3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg3	Leg3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body3	Body3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon3	Weapon3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield3	Shield3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon3	NamedOp1Weapon3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon3	NamedOp2Weapon3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon3	NamedOp3Weapon3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor3	NamedOP3Armor3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants3	NamedOP3Pants3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat3	NamedOP3Hat3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots3	NamedOP3Boots3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield3	NamedOP3Shield3	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes4	Shoes4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat4	Hat4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg4	Leg4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body4	Body4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon4	Weapon4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield4	Shield4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon4	NamedOp1Weapon4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon4	NamedOp2Weapon4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon4	NamedOp3Weapon4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor4	NamedOP3Armor4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants4	NamedOP3Pants4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat4	NamedOP3Hat4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots4	NamedOP3Boots4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield4	NamedOP3Shield4	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes5	Shoes5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat5	Hat5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg5	Leg5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body5	Body5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon5	Weapon5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield5	Shield5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon5	NamedOp1Weapon5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon5	NamedOp2Weapon5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon5	NamedOp3Weapon5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor5	NamedOP3Armor5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants5	NamedOP3Pants5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat5	NamedOP3Hat5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots5	NamedOP3Boots5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield5	NamedOP3Shield5	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes6	Shoes6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat6	Hat6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg6	Leg6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body6	Body6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon6	Weapon6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield6	Shield6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon6	NamedOp1Weapon6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon6	NamedOp2Weapon6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon6	NamedOp3Weapon6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor6	NamedOP3Armor6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants6	NamedOP3Pants6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat6	NamedOP3Hat6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots6	NamedOP3Boots6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield6	NamedOP3Shield6	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes7	Shoes7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat7	Hat7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg7	Leg7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body7	Body7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon7	Weapon7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield7	Shield7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon7	NamedOp1Weapon7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon7	NamedOp2Weapon7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon7	NamedOp3Weapon7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor7	NamedOP3Armor7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants7	NamedOP3Pants7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat7	NamedOP3Hat7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots7	NamedOP3Boots7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield7	NamedOP3Shield7	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes8	Shoes8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat8	Hat8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg8	Leg8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body8	Body8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon8	Weapon8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield8	Shield8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon8	NamedOp1Weapon8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon8	NamedOp2Weapon8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon8	NamedOp3Weapon8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor8	NamedOP3Armor8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants8	NamedOP3Pants8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat8	NamedOP3Hat8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots8	NamedOP3Boots8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield8	NamedOP3Shield8	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes9	Shoes9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat9	Hat9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg9	Leg9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body9	Body9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon9	Weapon9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield9	Shield9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon9	NamedOp1Weapon9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon9	NamedOp2Weapon9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon9	NamedOp3Weapon9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor9	NamedOP3Armor9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants9	NamedOP3Pants9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat9	NamedOP3Hat9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots9	NamedOP3Boots9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield9	NamedOP3Shield9	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes10	Shoes10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat10	Hat10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg10	Leg10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body10	Body10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon10	Weapon10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield10	Shield10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon10	NamedOp1Weapon10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon10	NamedOp2Weapon10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon10	NamedOp3Weapon10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor10	NamedOP3Armor10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants10	NamedOP3Pants10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat10	NamedOP3Hat10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots10	NamedOP3Boots10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield10	NamedOP3Shield10	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes11	Shoes11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat11	Hat11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg11	Leg11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body11	Body11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon11	Weapon11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield11	Shield11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp1Weapon11	NamedOp1Weapon11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp2Weapon11	NamedOp2Weapon11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOp3Weapon11	NamedOp3Weapon11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Armor11	NamedOP3Armor11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Pants11	NamedOP3Pants11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Hat11	NamedOP3Hat11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Boots11	NamedOP3Boots11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	NamedOP3Shield11	NamedOP3Shield11	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes12	Shoes12	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat12	Hat12	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg12	Leg12	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body12	Body12	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Weapon12	Weapon12	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Shield12	Shield12	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
																						
#RECORD	Shoes13	Shoes13	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Hat13	Hat13	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Leg13	Leg13	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
#RECORD	Body13	Body13	1 	1 	1000 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1002 	;
